course_id,course_name,credits,category,prereq,notes
PHIL3470,Greek Tragedy & Philosophy,,GenEd_AH,,
PHIL3480,Eastern Philosophy & Religion,,GenEd_AH,,
PHIL3500,World Philosophies,,GenEd_AH,,
PHIL3510,Problem of Evil,,GenEd_AH,,
PHIL3520,Existence & Anxiety,,GenEd_AH,,
PHIL3530,Contemp European Philosophy,,GenEd_AH,,
PHIL3540,Philosophy & Rhetoric,,GenEd_AH,,
PHIL3570,Science and Religion,,GenEd_AH,,
PHIL3610,Equality,,GenEd_AH,,
PHIL3620,Democracy & Its Critics,,GenEd_AH,,
PHIL3650,Capitalism and Its Critics,,GenEd_AH,,
PHIL3660,Globalization and Its Critics,,GenEd_AH,,
PHIL3670,Feminism & Liberalism,,GenEd_AH,,
PHIL3680,The Politics of Food,,GenEd_AH,,
PHIL3690,History of Moral Philosophy,,GenEd_AH,,
PHIL3700,Metaphysics,,GenEd_AH,,
PHIL3710,Buddhist and Zen Philosophy,,GenEd_AH,,
PHIL3720,Chinese Philosophy,,GenEd_AH,,
PHIL3730,Arabic and Islamic Philosophy,,GenEd_AH,,
PHIL3740,Myth,,GenEd_AH,,
PHIL3750,Philosophy of Sex and Love,,GenEd_AH,,
PHIL3760,The Ethics of War and Peace,,GenEd_AH,,
PHIL3780,Phil.of Peace & Nonviolence,,GenEd_AH,,
PHIL3830,Philosophy of Death & Dying,,GenEd_AH,,
PHIL3840,Philosophies of Art & Beauty,,GenEd_AH,,
PHIL3850,Philosophy of Popular Culture,,GenEd_AH,,
PHIL3860,Ancient Philosophy,,GenEd_AH,,
PHIL3870,Plato & Beginning/Philosophy,,GenEd_AH,,
PHIL3880,Latin American Philosophy,,GenEd_AH,,
PHIL3890,Immigration and Global Justice,,GenEd_AH,,
PHIL4010,Bioethics & Genetics Res,,GenEd_AH,,
PHIL4910,Directed Studies,,GenEd_AH,,
PHIL4951,Senior Capstone,,GenEd_AH,,
